spot_name,district,category,year,month,season,festival,total_visitors,estimated_visitors
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,6580,6580
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,6611,6611
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2024,December,Winter,Christmas,7252,7252
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2024,December,Winter,Christmas,7275,7275
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",17194,17194
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",16621,16621
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,February,Winter,Maha Shivaratri,7521,7521
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,February,Winter,Maha Shivaratri,7153,7153
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7730,7730
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7608,7608
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5404,5404
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5842,5842
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,May,Summer,May Day,6936,6936
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,May,Summer,May Day,6553,6553
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4477,4477
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4491,4491
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,July,Monsoon,Bonalu,12958,12958
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,July,Monsoon,Bonalu,14222,14222
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4688,4688
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4591,4591
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),13438,13438
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),13357,13357
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",17562,17562
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",17344,17344
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,8498,8498
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,8983,8983
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,December,Winter,Christmas,7775,7775
Edupayala Vana Durga Bhavani Temple,Medak,Temple,2025,December,Winter,Christmas,7463,7463
Elgandal Fort,Karimnagar,Fort,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",9088,9088
Elgandal Fort,Karimnagar,Fort,2024,February,Winter,No Major Festival / Public Holiday,6160,6160
Elgandal Fort,Karimnagar,Fort,2024,March,Summer,"Maha Shivaratri, Holi",4907,4907
Elgandal Fort,Karimnagar,Fort,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",5014,5014
Elgandal Fort,Karimnagar,Fort,2024,May,Summer,May Day,5545,5545
Elgandal Fort,Karimnagar,Fort,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3760,3760
Elgandal Fort,Karimnagar,Fort,2024,July,Monsoon,Bonalu,3654,3654
Elgandal Fort,Karimnagar,Fort,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3881,3881
Elgandal Fort,Karimnagar,Fort,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3784,3784
Elgandal Fort,Karimnagar,Fort,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",8180,8180
Elgandal Fort,Karimnagar,Fort,2024,November,Post-Monsoon,Diwali/Deepavali,5955,5955
Elgandal Fort,Karimnagar,Fort,2024,December,Winter,Christmas,8640,8640
Elgandal Fort,Karimnagar,Fort,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",9185,9185
Elgandal Fort,Karimnagar,Fort,2025,February,Winter,Maha Shivaratri,6274,6274
Elgandal Fort,Karimnagar,Fort,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4555,4555
Elgandal Fort,Karimnagar,Fort,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4861,4861
Elgandal Fort,Karimnagar,Fort,2025,May,Summer,May Day,5952,5952
Elgandal Fort,Karimnagar,Fort,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3667,3667
Elgandal Fort,Karimnagar,Fort,2025,July,Monsoon,Bonalu,3910,3910
Elgandal Fort,Karimnagar,Fort,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3932,3932
Elgandal Fort,Karimnagar,Fort,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3649,3649
Elgandal Fort,Karimnagar,Fort,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",8517,8517
Elgandal Fort,Karimnagar,Fort,2025,November,Post-Monsoon,No Major Festival / Public Holiday,5502,5502
Elgandal Fort,Karimnagar,Fort,2025,December,Winter,Christmas,8437,8437
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",462,462
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,446,446
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",337,337
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",319,319
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,May,Summer,May Day,420,420
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",260,260
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,July,Monsoon,Bonalu,251,251
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",247,247
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",264,264
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",403,403
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,413,413
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2024,December,Winter,Christmas,457,457
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",415,415
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,449,449
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",320,320
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",346,346
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,May,Summer,May Day,417,417
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",263,263
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,July,Monsoon,Bonalu,269,269
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",256,256
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),261,261
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",418,418
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,400,400
Environment Educational Centre,Nagarkurnool,Other/Cultural Site,2025,December,Winter,Christmas,430,430
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",8017,8017
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,February,Winter,No Major Festival / Public Holiday,5706,5706
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,March,Summer,"Maha Shivaratri, Holi",4199,4199
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",4450,4450
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,May,Summer,May Day,5157,5157
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3569,3569
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,July,Monsoon,Bonalu,3429,3429
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3223,3223
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3446,3446
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",7092,7092
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,November,Post-Monsoon,Diwali/Deepavali,5290,5290
Errum Manzil Palace,Hyderabad,Palace/Heritage,2024,December,Winter,Christmas,7468,7468
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",7567,7567
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,February,Winter,Maha Shivaratri,5865,5865
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4135,4135
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4447,4447
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,May,Summer,May Day,5037,5037
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3432,3432
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,July,Monsoon,Bonalu,3453,3453
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3380,3380
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3296,3296
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",6995,6995
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4885,4885
Errum Manzil Palace,Hyderabad,Palace/Heritage,2025,December,Winter,Christmas,7689,7689
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6095,6095
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,February,Winter,No Major Festival / Public Holiday,4566,4566
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,March,Summer,"Maha Shivaratri, Holi",3343,3343
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3277,3277
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,May,Summer,May Day,5957,5957
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2502,2502
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,July,Monsoon,Bonalu,2600,2600
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",2480,2480
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",2700,2700
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",4226,4226
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,November,Post-Monsoon,Diwali/Deepavali,3918,3918
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2024,December,Winter,Christmas,6388,6388
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",5972,5972
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,February,Winter,Maha Shivaratri,4590,4590
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3426,3426
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",3446,3446
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,May,Summer,May Day,5309,5309
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2770,2770
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,July,Monsoon,Bonalu,2696,2696
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",2563,2563
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),2728,2728
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",3919,3919
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4205,4205
Eturnagaram Sanctuary,Mulugu,Wildlife/National Park,2025,December,Winter,Christmas,5840,5840
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",458,458
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,455,455
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",339,339
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",336,336
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,May,Summer,May Day,421,421
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",252,252
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,July,Monsoon,Bonalu,249,249
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",254,254
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",271,271
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",380,380
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,406,406
Exhibition Grounds,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,463,463
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",456,456
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,438,438
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",315,315
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",345,345
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,May,Summer,May Day,407,407
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",250,250
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,July,Monsoon,Bonalu,249,249
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",275,275
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),267,267
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",418,418
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,420,420
Exhibition Grounds,Hyderabad,Other/Cultural Site,2025,December,Winter,Christmas,441,441
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",968,968
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,February,Winter,No Major Festival / Public Holiday,1001,1001
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,March,Summer,"Maha Shivaratri, Holi",723,723
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",749,749
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,May,Summer,May Day,918,918
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",610,610
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,July,Monsoon,Bonalu,632,632
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",607,607
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",617,617
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",920,920
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,November,Post-Monsoon,Diwali/Deepavali,934,934
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2024,December,Winter,Christmas,948,948
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",970,970
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,February,Winter,Maha Shivaratri,983,983
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",757,757
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",718,718
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,May,Summer,May Day,880,880
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",583,583
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,July,Monsoon,Bonalu,633,633
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",587,587
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),598,598
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",886,886
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,November,Post-Monsoon,No Major Festival / Public Holiday,932,932
Fakhruddin Gutta,Ranga Reddy,Cave/Hill/Viewpoint,2025,December,Winter,Christmas,973,973
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",9203,9203
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,February,Winter,No Major Festival / Public Holiday,6172,6172
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,March,Summer,"Maha Shivaratri, Holi",4514,4514
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",4816,4816
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,May,Summer,May Day,5483,5483
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3680,3680
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,July,Monsoon,Bonalu,3753,3753
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3918,3918
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3747,3747
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",8245,8245
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,November,Post-Monsoon,Diwali/Deepavali,6090,6090
Falaknuma Palace,Hyderabad,Palace/Heritage,2024,December,Winter,Christmas,8363,8363
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",8513,8513
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,February,Winter,Maha Shivaratri,6170,6170
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4705,4705
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4699,4699
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,May,Summer,May Day,6031,6031
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3846,3846
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,July,Monsoon,Bonalu,3798,3798
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3664,3664
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3895,3895
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",8489,8489
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,5971,5971
Falaknuma Palace,Hyderabad,Palace/Heritage,2025,December,Winter,Christmas,8226,8226
